,District,CategoryOfGramPanchyat,manual,new_subdistrict,NameOfGramPanchyat.x,NameOfGramPanchyat.y,Subdistrict_Name_LGD,District_Name_LGD,dist,quality_auto,quality_manu
8444,churu,General (Woman),good,rajgarh,birmi khalsa,birmi khalsa,sidhmukh,churu,0,good,good
8507,churu,SC (Woman),good,rajgarh,chainpura chhota,chainpura chhota,sidhmukh,churu,0,good,good
8945,churu,OBC (Woman),good,rajgarh,ghanau,ghanau,sidhmukh,churu,0,good,good
9141,churu,General (Woman),good,sardarshahar,jaitasar,jaitasar,bhanipura,churu,0,good,good
9145,churu,SC,good,sardarshahar,jaitsisar,jaitsisar,bhanipura,churu,0,good,good
9344,churu,OBC,good,rajgarh,kanjan,kanjan,sidhmukh,churu,0,good,good
9529,churu,SC,good,rajgarh,khuddi,khuddi,sidhmukh,churu,0,good,good
9540,churu,SC,good,rajgarh,khyali,khyali,sidhmukh,churu,0,good,good
10326,churu,General,good,rajgarh,ramsara tal,ramsara tal,sidhmukh,churu,0,good,good
8800,churu,General,good,rajgarh,dogawa,togawas,taranagar,churu,0.150793651,bad,bad
10389,churu,General,good,sardarshahar,rolasar,rolasar,bhanipura,churu,0,good,good
10407,churu,General (Woman),good,sardarshahar,saavar,sadasar,bhanipura,churu,0.150793651,bad,bad
10414,churu,SC (Woman),good,sardarshahar,sadasar,sadasar,bhanipura,churu,0,good,good
10098,churu,SC,good,rajgarh,pahadsar,ladhasar,ratangarh,churu,0.154761905,bad,bad
10585,churu,General,good,sardarshahar,shimla,shimla,bhanipura,churu,0,good,good
10610,churu,General,good,rajgarh,sidhmukh,sidhmukh,sidhmukh,churu,0,good,good
10823,churu,General,good,sardarshahar,tolasar,tolasar,bhanipura,churu,0,good,good
10025,churu,OBC,good,rajgarh,niman,nawan,rajgarh,churu,0.266666667,bad,bad
9269,churu,OBC (Woman),good,churu,jodi patta satyu,jaitasar,bhanipura,churu,0.276785714,bad,bad
7486,dausa,General (Woman),good,nangal rajawatan,thumdi,thoomri,nangal rajawatan,dausa,0.253968254,bad,good
7425,dausa,SC (Woman),good,ramgarh pachwara,ganglivas,gangalyawas,ramgarh pachwara,dausa,0.242905243,bad,good
7377,dausa,ST,good,bandikui,bhanvata bhanvti,bhanwata,bandikui,dausa,0.229166667,bad,good
7333,dausa,ST,good,baswa,achedi,echeri,baswa,dausa,0.222222222,bad,good
7334,dausa,SC (Woman),good,nangal rajawatan,aaluda,alooda,nangal rajawatan,dausa,0.222222222,bad,good
7299,dausa,General,good,bandikui,gadarvada gujaran,gadarwaragoojaran,bandikui,dausa,0.220965309,bad,good
7297,dausa,ST,good,lawan,piplya chainpura,peepalya chainpura,lawan,dausa,0.220833333,bad,good
9324,dausa,SC,good,ramgarh pachwara,kaluvas,kaloowas,rahuwas,dausa,0.220238095,bad,good
7243,dausa,ST (Woman),good,dausa,maheshwar khurd,mahansara khurd,dausa,dausa,0.216666667,bad,good
7221,dausa,General (Woman),good,ramgarh pachwara,hemlyawala,hamlyawala,ramgarh pachwara,dausa,0.214814815,bad,good
7209,dausa,SC,good,dausa,kherwal,khairwal,dausa,dausa,0.214285714,bad,good
7185,dausa,SC,good,bandikui,dvarpura,dwarapura,bandikui,dausa,0.210978836,bad,good
8869,dausa,General (Woman),good,sikrai,farrashpura,frashpura,behrawanda,dausa,0.208754209,bad,good
7124,dausa,ST,good,mahwa,bada bujurg,warabujurg,mahwa,dausa,0.199242424,bad,good
8353,dausa,OBC (Woman),good,ramgarh pachwara,bhavnta,bhanwata,bandikui,dausa,0.186507937,bad,good
6978,dausa,ST (Woman),good,nangal rajawatan,ladli ka bans,lahri ka was,nangal rajawatan,dausa,0.185897436,bad,good
6960,dausa,OBC,good,sikrai,meena simala,meenaseemla,sikrai,dausa,0.180976431,bad,good
6880,dausa,General (Woman),good,baswa,basava,baswa,baswa,dausa,0.177777778,bad,good
6881,dausa,General (Woman),good,baswa,lilose,liloj,baswa,dausa,0.177777778,bad,good
8740,dausa,General,good,mahwa,dhaulkheda,dholkhera,mandawar,dausa,0.174074074,bad,good
6805,dausa,General,good,lalsot,khatumber,khatoombar,lalsot,dausa,0.174074074,bad,good
6806,dausa,General (Woman),good,ramgarh pachwara,salempura,kushalpura,ramgarh pachwara,dausa,0.174074074,bad,good
6789,dausa,General (Woman),good,lawan,dungarawata,dugrawata,lawan,dausa,0.171717172,bad,good
8586,dausa,General (Woman),good,lalsot,chondiwas,chonriyawas,nirjharna,dausa,0.169612795,bad,good
6730,dausa,General (Woman),good,lalsot,dego,digo,lalsot,dausa,0.166666667,bad,good
6731,dausa,OBC (Woman),good,bandikui,dhanavad,dhanawar,bandikui,dausa,0.166666667,bad,good
6697,dausa,General,good,mahwa,palanaheda,palanhera,mahwa,dausa,0.166203704,bad,good
8923,dausa,ST (Woman),bad,sikar,gangdwadi,gangadwari,behrawanda,dausa,0.166203704,bad,good
6677,dausa,General (Woman),good,nangal rajawatan,dharnvas,dharanwas,nangal rajawatan,dausa,0.163359788,bad,good
6570,dausa,SC,good,mahwa,khedala bujarg,kherla bujurg,mahwa,dausa,0.153013653,bad,good
6476,dausa,General,good,lalsot,shrima,shreema,lalsot,dausa,0.150793651,bad,good
6477,dausa,General,good,ramgarh pachwara,bichha,beechha,ramgarh pachwara,dausa,0.150793651,bad,good
6478,dausa,SC,good,sikrai,hingwa,heengwa,sikrai,dausa,0.150793651,bad,good
6479,dausa,SC (Woman),good,mahwa,thekada,thekra,mahwa,dausa,0.150793651,bad,good
10024,dausa,SC,good,dausa,nimali,neemali,sainthal,dausa,0.150793651,bad,good
2575,dausa,General,good,lalsot,dolatpura,ladpura,lalsot,dausa,0.145502646,good,good
8455,dausa,ST,bad,bejupada,bivai,biwai,bandikui,dausa,0.133333333,bad,good
9465,dausa,SC,bad,bejupada,khedi,kheri,bandikui,dausa,0.133333333,bad,good
10495,dausa,SC,good,nangal rajawatan,saray,sarai,dausa,dausa,0.133333333,bad,good
2592,dausa,General (Woman),good,mahwa,hudla,hurla,mahwa,dausa,0.133333333,good,good
2621,dausa,ST (Woman),good,bandikui,kolva,kolwa,bandikui,dausa,0.133333333,good,good
2653,dausa,General (Woman),good,baswa,padla,parla,baswa,dausa,0.133333333,good,good
2686,dausa,General,good,ramgarh pachwara,sonad,sonar,ramgarh pachwara,dausa,0.133333333,good,good
2597,dausa,ST,good,baswa,javli ka bad,jawli ka barh,baswa,dausa,0.132478632,good,good
2658,dausa,General,good,nangal rajawatan,papadada,paparda,nangal rajawatan,dausa,0.130952381,good,good
2666,dausa,ST,good,sikrai,pipalki,peepalki,sikrai,dausa,0.130952381,good,good
10551,dausa,General (Woman),good,dausa,senthal,sainthal,sainthal,dausa,0.130952381,bad,good
2604,dausa,ST (Woman),good,lalsot,kankriya,kankariya,lalsot,dausa,0.12037037,good,good
2675,dausa,SC,good,mahwa,rasidpur,raseedpur,mahwa,dausa,0.115740741,good,good
8675,dausa,General,bad,sikar,devari,delari,bandikui,dausa,0.111111111,bad,good
8994,dausa,General,good,nangal rajawatan,gothda,gothra,dausa,dausa,0.111111111,bad,good
2568,dausa,General (Woman),good,bandikui,deladi,delari,bandikui,dausa,0.111111111,good,good
2582,dausa,OBC,bad,bejupada,golada,golara,bejupada,dausa,0.111111111,good,good
2593,dausa,SC (Woman),good,lalsot,indava,indawa,lalsot,dausa,0.111111111,good,good
2600,dausa,General,good,dausa,jopada,jopara,dausa,dausa,0.111111111,good,good
2606,dausa,General (Woman),good,sikrai,karodi,karori,sikrai,dausa,0.111111111,good,good
2648,dausa,SC (Woman),good,bandikui,nayagaon (b),nayagaon,bandikui,dausa,0.111111111,good,good
2652,dausa,General,good,sikrai,padali,parali,sikrai,dausa,0.111111111,good,good
10755,dausa,General (Woman),good,mahwa,teekari kilanot,teekri kilanot,mandawar,dausa,0.105555556,bad,good
2619,dausa,SC,good,bandikui,kiratpura,keeratpura,bandikui,dausa,0.103703704,good,good
2635,dausa,SC,bad,bejupada,meenapada,meena para,bejupada,dausa,0.103703704,good,good
2632,dausa,ST,good,nangal rajawatan,malwas,malawas,nangal rajawatan,dausa,0.103174603,good,good
2631,dausa,General,bad,bejupada,mahukhurd,maukhurd,bejupada,dausa,0.099537037,good,good
8180,dausa,General (Woman),good,mahwa,banawad,banawar,mandawar,dausa,0.095238095,good,good
9197,dausa,General,good,mahwa,jatwada,jatwara,mandawar,dausa,0.095238095,good,good
10278,dausa,ST,good,ramgarh pachwara,rahuvas,rahuwas,rahuwas,dausa,0.095238095,good,good
10309,dausa,ST (Woman),good,ramgarh pachwara,ralavas,ralawas,rahuwas,dausa,0.095238095,good,good
2577,dausa,SC,good,mahwa,gajipur,gazipur,mahwa,dausa,0.095238095,good,good
2588,dausa,General (Woman),good,nangal rajawatan,hapavas,hapawas,nangal rajawatan,dausa,0.095238095,good,good
2622,dausa,General,good,sikrai,kundera dungar,kunderadoongar,sikrai,dausa,0.095238095,good,good
2664,dausa,General (Woman),good,sikrai,peelodi,peelori,sikrai,dausa,0.095238095,good,good
7538,dausa,General,bad,bejupada,lotwada,lotwara,bejupada,dausa,0.095238095,good,good
2565,dausa,OBC,good,dausa,chawandeda,chawandhera,dausa,dausa,0.093939394,good,good
2651,dausa,OBC (Woman),good,mahwa,oundh meena,aund meena,mahwa,dausa,0.093939394,good,good
2692,dausa,General (Woman),good,lalsot,todathekala,toda thekla,lalsot,dausa,0.093939394,good,good
2694,dausa,General (Woman),good,bandikui,unabad gaon,un baragaon,bandikui,dausa,0.093939394,good,good
9287,dausa,OBC,good,dausa,kabaleshwer,kableshwar,sainthal,dausa,0.093939394,good,good
2573,dausa,ST,bad,bejupada,dhigariya bheem,dhigariyabhim,bejupada,dausa,0.092307692,good,good
10322,dausa,ST,good,dausa,rampura ka maharajpura,rampura urf maharajpura,sainthal,dausa,0.090447958,good,good
2569,dausa,ST (Woman),good,sikrai,denda basedi,dendabaseri,sikrai,dausa,0.085858586,good,good
2613,dausa,SC,good,lalsot,khedla khurd,kherlakhurd,lalsot,dausa,0.085858586,good,good
2639,dausa,ST (Woman),good,dausa,nagal bairse,nangal bersi,dausa,dausa,0.085858586,good,good
8083,dausa,SC,good,lawan,badagaon,baragaon,mahwa,dausa,0.083333333,good,good
9570,dausa,General (Woman),good,ramgarh pachwara,koliwada,koliwara,rahuwas,dausa,0.083333333,good,good
2549,dausa,General (Woman),good,nangal rajawatan,baijwadi,baijwari,nangal rajawatan,dausa,0.083333333,good,good
2550,dausa,SC,bad,bejupada,balaheda,balahera,bejupada,dausa,0.083333333,good,good
2566,dausa,General (Woman),good,nangal rajawatan,chhareda,chharera,nangal rajawatan,dausa,0.083333333,good,good
2581,dausa,SC,good,lalsot,goal,gol,lalsot,dausa,0.083333333,good,good
2601,dausa,ST (Woman),good,nangal rajawatan,kalikhad,kalikhar,nangal rajawatan,dausa,0.083333333,good,good
2605,dausa,SC,good,baswa,karnavar,karnawar,baswa,dausa,0.083333333,good,good
2614,dausa,ST,good,lalsot,khemavas,khemawas,lalsot,dausa,0.083333333,good,good
2618,dausa,SC (Woman),good,bandikui,khutlaan,khutla,bandikui,dausa,0.083333333,good,good
2672,dausa,OBC,good,bandikui,ralavata,ralawata,bandikui,dausa,0.083333333,good,good
2690,dausa,General,good,mahwa,talchidi,talchiri,mahwa,dausa,0.083333333,good,good
2693,dausa,SC (Woman),good,sikrai,udaypura,udaipura,sikrai,dausa,0.083333333,good,good
7540,dausa,General (Woman),good,lawan,singwada,singwara,lawan,dausa,0.083333333,good,good
2599,dausa,ST (Woman),good,baswa,jhavalon ki dhani,jharwalo ki dhani,baswa,dausa,0.078431373,good,good
8259,dausa,General (Woman),bad,sikar,bawanpada,bawanpara,sikrai,dausa,0.074074074,good,good
2545,dausa,General,good,bandikui,anantwada,anantwara,bandikui,dausa,0.074074074,good,good
2548,dausa,ST,bad,bejupada,baijupada,baijupara,bejupada,dausa,0.074074074,good,good
2636,dausa,General (Woman),good,lalsot,mirjapura,mirzapura,lalsot,dausa,0.074074074,good,good
2689,dausa,ST,good,lalsot,talavgaon,talabgaon,lalsot,dausa,0.074074074,good,good
2590,dausa,SC,bad,bejupada,higonta,hingota,bejupada,dausa,0.071428571,good,good
2584,dausa,General,good,baswa,gudha ashikpura,gurhaashikpura,baswa,dausa,0.068253968,good,good
2567,dausa,SC,good,nangal rajawatan,chudiyawas,churiyawas,nangal rajawatan,dausa,0.066666667,good,good
2585,dausa,General,good,baswa,gudhakatla,gurhakatla,baswa,dausa,0.066666667,good,good
2611,dausa,General,good,nangal rajawatan,khawaravji,khawaraoji,nangal rajawatan,dausa,0.066666667,good,good
2637,dausa,General (Woman),good,bandikui,mudghisiya,mundghisya,bandikui,dausa,0.066666667,good,good
2668,dausa,ST,bad,bejupada,pundarpada,pundarpara,bejupada,dausa,0.066666667,good,good
7555,dausa,SC (Woman),good,baswa,chobdiwala,chobadiwla,baswa,dausa,0.066666667,good,good
9319,dausa,ST (Woman),good,dausa,kalipahadi,kalipahari,sainthal,dausa,0.066666667,good,good
9655,dausa,SC,bad,sikar,lanka,laka,behrawanda,dausa,0.066666667,good,good
2663,dausa,General,good,bandikui,peechupada khurd,peechupara khurd,bandikui,dausa,0.063888889,good,good
2630,dausa,General (Woman),good,dausa,maheshwara kalan,mahsara kalan,dausa,dausa,0.0625,good,good
8557,dausa,SC (Woman),bad,sikar,chhokarwada,chhokarwara,sikrai,dausa,0.060606061,good,good
9956,dausa,OBC,bad,bejupada,nangal jharamwada,nangal jhamarwara,bandikui,dausa,0.06004902,good,good
2641,dausa,General,good,sikrai,nahar khohra,nahar khorra,sikrai,dausa,0.055555556,good,good
2612,dausa,SC,good,mahwa,khedla gadali,kherla gadali,mahwa,dausa,0.051282051,good,good
2587,dausa,General (Woman),good,mahwa,hadiya,handiya,mahwa,dausa,0.047619048,good,good
2643,dausa,SC (Woman),good,sikrai,namaner,namner,sikrai,dausa,0.047619048,good,good
2644,dausa,General,good,sikrai,nandari,nandri,sikrai,dausa,0.047619048,good,good
10850,dausa,General,good,mahwa,ukrund,ukrundh,mandawar,dausa,0.047619048,good,good
2683,dausa,General,good,bandikui,shyalawas kalan,syalawaskalan,bandikui,dausa,0.044444444,good,good
2551,dausa,OBC,good,dausa,bane ka barkheda,bane ka barkhera,dausa,dausa,0.041666667,good,good
2558,dausa,SC,good,dausa,bhankari,bhankri,dausa,dausa,0.041666667,good,good
2583,dausa,General,good,sikrai,goomana,ghoomana,sikrai,dausa,0.041666667,good,good
2609,dausa,General,good,lawan,khanpura,khanpur,lawan,dausa,0.041666667,good,good
2662,dausa,General (Woman),good,bandikui,peechupada kalan,peechupara kalan,bandikui,dausa,0.041666667,good,good
7534,dausa,SC,good,dausa,kalakho,kala kho,dausa,dausa,0.041666667,good,good
8807,dausa,General,good,ramgarh pachwara,dolawas,dholawas,rahuwas,dausa,0.041666667,good,good
9096,dausa,SC (Woman),good,lalsot,hodayali,hodayli,nirjharna,dausa,0.041666667,good,good
9315,dausa,SC,good,sikrai,kalakhon,kalakho,behrawanda,dausa,0.041666667,good,good
8888,dausa,ST,good,mahwa,gadh himmat singh,garh himmat singh,mandawar,dausa,0.039215686,good,good
2634,dausa,ST,good,nangal rajawatan,manpuriya,manpuria,nangal rajawatan,dausa,0.037037037,good,good
2688,dausa,ST,good,lalsot,suratpura,suratpuar,lalsot,dausa,0.037037037,good,good
7537,dausa,ST,bad,bejupada,bhedadi meenan,bedhadi meenan,bejupada,dausa,0.035714286,good,good
2680,dausa,SC,good,mahwa,shahadpura,shahadpur,mahwa,dausa,0.033333333,good,good
2616,dausa,SC (Woman),good,mahwa,khonchpuri,khonch puri,mahwa,dausa,0.03030303,good,good
2617,dausa,General,good,dausa,khurikalan,khuri kalan,dausa,dausa,0.03030303,good,good
2554,dausa,ST,bad,bejupada,bavdi kheda,bavadi kheda,bejupada,dausa,0.027777778,good,good
2681,dausa,SC,good,lalsot,shrirampura,shri rampura,lalsot,dausa,0.027777778,good,good
9858,dausa,General,bad,sikar,mohchingpura,mohchinpura,behrawanda,dausa,0.027777778,good,good
2640,dausa,OBC (Woman),good,lawan,nagal govind,nangal govind,lawan,dausa,0.025641026,good,good
7554,dausa,General,good,baswa,badial khurd,badiyal khurd,baswa,dausa,0.025641026,good,good
8098,dausa,OBC,bad,bejupada,badial kalan,badiyal kalan,bandikui,dausa,0.025641026,good,good
2594,dausa,ST,good,ramgarh pachwara,jagner turkhan,jagner turkan,ramgarh pachwara,dausa,0.023809524,good,good
8480,dausa,General (Woman),bad,sikar,brahman bairada,brahmanbairada,sikrai,dausa,0.022222222,good,good
10606,dausa,General (Woman),good,lalsot,shyampura kalan,shyampurakalan,nirjharna,dausa,0.022222222,good,good
2607,dausa,General (Woman),good,baswa,kesari singhpura,kesri singhpura,baswa,dausa,0.020833333,good,good
2674,dausa,General,good,ramgarh pachwara,ramgarh pachwara,ramgarhpachwara,ramgarh pachwara,dausa,0.020833333,good,good
2542,dausa,OBC (Woman),good,bandikui,abhaneri,abhaneri,bandikui,dausa,0,good,good
2543,dausa,ST,bad,bejupada,alipur,alipur,bejupada,dausa,0,good,good
2544,dausa,General,good,ramgarh pachwara,amrabad,amrabad,ramgarh pachwara,dausa,0,good,good
2546,dausa,General (Woman),good,bandikui,arniya,arniya,bandikui,dausa,0,good,good
2547,dausa,ST (Woman),good,lalsot,bagri,bagri,lalsot,dausa,0,good,good
2552,dausa,General (Woman),good,lawan,baniyana,baniyana,lawan,dausa,0,good,good
2553,dausa,General,good,dausa,bapi,bapi,dausa,dausa,0,good,good
2555,dausa,ST (Woman),good,ramgarh pachwara,beedoli,beedoli,ramgarh pachwara,dausa,0,good,good
2556,dausa,SC,good,dausa,bhandarej,bhandarej,dausa,dausa,0,good,good
2557,dausa,General,good,bandikui,bhandeda,bhandeda,bandikui,dausa,0,good,good
2559,dausa,General,good,ramgarh pachwara,bidarkha,bidarkha,ramgarh pachwara,dausa,0,good,good
2560,dausa,General,good,lalsot,bilona kalan,bilona kalan,lalsot,dausa,0,good,good
2561,dausa,General,good,lalsot,bilona khurd,bilona khurd,lalsot,dausa,0,good,good
2562,dausa,SC,good,dausa,chandarana,chandarana,dausa,dausa,0,good,good
2563,dausa,OBC,good,baswa,chandera,chandera,baswa,dausa,0,good,good
2564,dausa,ST (Woman),good,lalsot,chandsen,chandsen,lalsot,dausa,0,good,good
2570,dausa,General (Woman),good,lalsot,deoli,deoli,lalsot,dausa,0,good,good
2571,dausa,General,good,mahwa,dhand,dhand,mahwa,dausa,0,good,good
2572,dausa,OBC,good,lawan,dhigariya,dhigariya,lawan,dausa,0,good,good
2574,dausa,SC,good,lalsot,didwana,didwana,lalsot,dausa,0,good,good
2576,dausa,SC (Woman),good,mahwa,gahnoli,gahnoli,mahwa,dausa,0,good,good
2578,dausa,OBC,good,dausa,ganeshpura,ganeshpura,dausa,dausa,0,good,good
2579,dausa,SC (Woman),good,sikrai,ganipur,ganipur,sikrai,dausa,0,good,good
2580,dausa,General,good,sikrai,geejgarh,geejgarh,sikrai,dausa,0,good,good
2586,dausa,ST (Woman),good,baswa,gullana,gullana,baswa,dausa,0,good,good
2589,dausa,ST,good,dausa,haripura,haripura,dausa,dausa,0,good,good
2591,dausa,General (Woman),good,lawan,hingotiya,hingotiya,lawan,dausa,0,good,good
2595,dausa,General (Woman),good,sikrai,jaisinghpura,jaisinghpura,sikrai,dausa,0,good,good
2596,dausa,ST,good,dausa,jasota,jasota,dausa,dausa,0,good,good
2598,dausa,General (Woman),good,baswa,jhajhirampura,jhajhirampura,baswa,dausa,0,good,good
2602,dausa,General (Woman),good,sikrai,kalwan,kalwan,sikrai,dausa,0,good,good
2603,dausa,General,good,mahwa,kamalpur,kamalpur,mahwa,dausa,0,good,good
2608,dausa,ST (Woman),good,mahwa,kesra,kesra,mahwa,dausa,0,good,good
2610,dausa,General,good,lalsot,khatwa,khatwa,lalsot,dausa,0,good,good
2615,dausa,SC (Woman),good,mahwa,khohra mulla,khohra mulla,mahwa,dausa,0,good,good
2620,dausa,General,good,lalsot,kishorpura,kishorpura,lalsot,dausa,0,good,good
2623,dausa,SC (Woman),good,ramgarh pachwara,kushalpura,kushalpura,ramgarh pachwara,dausa,0,good,good
2624,dausa,SC,good,lalsot,ladpura,ladpura,lalsot,dausa,0,good,good
2625,dausa,SC (Woman),good,lalsot,lakhanpur,lakhanpur,lalsot,dausa,0,good,good
2626,dausa,General,good,lalsot,lalpura,lalpura,lalsot,dausa,0,good,good
2627,dausa,SC,good,lawan,lawan,lawan,lawan,dausa,0,good,good
2628,dausa,ST,good,lalsot,maharajpura,maharajpura,lalsot,dausa,0,good,good
2629,dausa,General (Woman),good,lalsot,mahariya,mahariya,lalsot,dausa,0,good,good
2633,dausa,ST,good,sikrai,manpur,manpur,sikrai,dausa,0,good,good
2638,dausa,General,good,baswa,muhi,muhi,baswa,dausa,0,good,good
2642,dausa,General,good,mahwa,nahida,nahida,mahwa,dausa,0,good,good
2645,dausa,General (Woman),good,bandikui,nandera,nandera,bandikui,dausa,0,good,good
2646,dausa,OBC,good,dausa,nangal chapa,nangal chapa,dausa,dausa,0,good,good
2647,dausa,ST,good,nangal rajawatan,nangal rajawatan,nangal rajawatan,nangal rajawatan,dausa,0,good,good
2649,dausa,ST,bad,bejupada,nihalpura,nihalpura,bejupada,dausa,0,good,good
2650,dausa,General (Woman),good,ramgarh pachwara,nizampura,nizampura,ramgarh pachwara,dausa,0,good,good
2654,dausa,ST (Woman),good,mahwa,pali,pali,mahwa,dausa,0,good,good
2655,dausa,SC,good,bandikui,pamadi,pamadi,bandikui,dausa,0,good,good
2656,dausa,SC,good,sikrai,pancholi,pancholi,sikrai,dausa,0,good,good
2657,dausa,SC,good,baswa,panditpura,panditpura,baswa,dausa,0,good,good
2659,dausa,ST (Woman),good,sikrai,patan,patan,sikrai,dausa,0,good,good
2660,dausa,General (Woman),good,mahwa,patoli,patoli,mahwa,dausa,0,good,good
2661,dausa,SC (Woman),good,lalsot,patti kishorpura,patti kishorpura,lalsot,dausa,0,good,good
2665,dausa,General (Woman),good,mahwa,peepalkheda,peepalkheda,mahwa,dausa,0,good,good
2667,dausa,General,good,bandikui,pratappura,pratappura,bandikui,dausa,0,good,good
2669,dausa,SC (Woman),good,nangal rajawatan,pyariwas,pyariwas,nangal rajawatan,dausa,0,good,good
2670,dausa,General (Woman),good,lalsot,rajoli,rajoli,lalsot,dausa,0,good,good
2671,dausa,General,good,lawan,rajwas,rajwas,lawan,dausa,0,good,good
2673,dausa,ST,good,mahwa,ramgarh,ramgarh,mahwa,dausa,0,good,good
2676,dausa,General,good,mahwa,salempur,salempur,mahwa,dausa,0,good,good
2677,dausa,General,good,mahwa,salimpur,salimpur,mahwa,dausa,0,good,good
2678,dausa,General (Woman),good,mahwa,samleti,samleti,mahwa,dausa,0,good,good
2679,dausa,General (Woman),good,mahwa,santha,santha,mahwa,dausa,0,good,good
2682,dausa,General,good,nangal rajawatan,shyalawas,shyalawas,nangal rajawatan,dausa,0,good,good
2684,dausa,General (Woman),good,sikrai,sikrai,sikrai,sikrai,dausa,0,good,good
2685,dausa,OBC,good,bandikui,sodala,sodala,bandikui,dausa,0,good,good
2687,dausa,ST,good,dausa,surajpura,surajpura,dausa,dausa,0,good,good
2691,dausa,General,good,sikrai,theekariya,theekariya,sikrai,dausa,0,good,good
4799,dausa,SC,good,lawan,kanwarpura,kanwarpura,lawan,dausa,0,good,good
5230,dausa,SC (Woman),good,lawan,khanwas,khanwas,lawan,dausa,0,good,good
7539,dausa,SC,good,lawan,bhandana,bhandana,lawan,dausa,0,good,good
7545,dausa,SC (Woman),good,mahwa,khanpur,khanpur,mahwa,dausa,0,good,good
7556,dausa,OBC (Woman),good,baswa,kolana,kolana,baswa,dausa,0,good,good
7564,dausa,General,good,nangal rajawatan,thikariya,thikariya,nangal rajawatan,dausa,0,good,good
7993,dausa,SC,bad,sikar,achalpura,achalpura,behrawanda,dausa,0,good,good
8002,dausa,ST,bad,sikar,agawali,agawali,behrawanda,dausa,0,good,good
8325,dausa,SC (Woman),bad,sikar,bhandari,bhandari,sikrai,dausa,0,good,good
8451,dausa,SC,good,dausa,bishanpura,bishanpura,sainthal,dausa,0,good,good
8475,dausa,SC,good,dausa,boroda,boroda,sainthal,dausa,0,good,good
8587,dausa,ST,good,dausa,chordi,chordi,sainthal,dausa,0,good,good
8796,dausa,General (Woman),good,ramgarh pachwara,dob,dob,lalsot,dausa,0,good,good
8811,dausa,General (Woman),bad,sikar,dolika,dolika,sikrai,dausa,0,good,good
8821,dausa,General (Woman),bad,sikar,dubbi,dubbi,sikrai,dausa,0,good,good
8840,dausa,General,good,ramgarh pachwara,dungarpur,dungarpur,rahuwas,dausa,0,good,good
8891,dausa,ST (Woman),good,sikrai,gadhora,gadhora,behrawanda,dausa,0,good,good
8912,dausa,General (Woman),bad,sikar,gandrawa,gandrawa,behrawanda,dausa,0,good,good
8927,dausa,SC,bad,sikar,garh,garh,behrawanda,dausa,0,good,good
8989,dausa,ST (Woman),good,ramgarh pachwara,gopalpura,gopalpura,rahuwas,dausa,0,good,good
9020,dausa,General,bad,sikar,gumanpura,gumanpura,behrawanda,dausa,0,good,good
9053,dausa,General (Woman),good,mahwa,haldena,haldena,mandawar,dausa,0,good,good
9214,dausa,SC,good,ramgarh pachwara,jeetpur,jeetpur,rahuwas,dausa,0,good,good
9243,dausa,General,good,lalsot,jhanpda,jhanpda,nirjharna,dausa,0,good,good
9264,dausa,General,good,lawan,jirota khurd,jirota khurd,dausa,dausa,0,good,good
9299,dausa,OBC,bad,sikar,kailai,kailai,sikrai,dausa,0,good,good
9322,dausa,SC,good,dausa,kalota,kalota,sainthal,dausa,0,good,good
9581,dausa,ST,good,mahwa,kot,kot,mandawar,dausa,0,good,good
9615,dausa,SC (Woman),good,dausa,kundal,kundal,sainthal,dausa,0,good,good
9813,dausa,SC (Woman),bad,sikar,mariyada,mariyada,sikrai,dausa,0,good,good
9972,dausa,SC (Woman),good,bandikui,narayanpura,narayanpura,baswa,dausa,0,good,good
10041,dausa,General,good,lalsot,nirjharna,nirjharna,nirjharna,dausa,0,good,good
10102,dausa,ST (Woman),good,mahwa,pakhar,pakhar,mandawar,dausa,0,good,good
10130,dausa,ST,good,ramgarh pachwara,palunda,palunda,rahuwas,dausa,0,good,good
10332,dausa,OBC (Woman),bad,sikar,ranoli,ranoli,behrawanda,dausa,0,good,good
10343,dausa,ST,good,lalsot,ratanpura,ratanpura,nirjharna,dausa,0,good,good
10360,dausa,SC,good,mahwa,reendli,reendli,mandawar,dausa,0,good,good
10615,dausa,General,bad,sikar,sikndra,sikrai,sikrai,dausa,0.150793651,bad,bad
10485,dausa,General (Woman),good,lalsot,sanwasa,sanwasa,nirjharna,dausa,0,good,good
10512,dausa,OBC,bad,sikar,sarundla,sarundla,sikrai,dausa,0,good,good
10580,dausa,General,bad,sikar,shekhpura,shekhpura,behrawanda,dausa,0,good,good
10594,dausa,OBC (Woman),good,lalsot,shivsinghpura,shivsinghpura,nirjharna,dausa,0,good,good
10624,dausa,General,good,dausa,sindoli,sindoli,sainthal,dausa,0,good,good
10068,dausa,General (Woman),good,ramgarh pachwara,nyawas,pyariwas,nangal rajawatan,dausa,0.180555556,bad,bad
9321,dausa,SC,good,ramgarh pachwara,kallavas,kallawaskhalsa,rahuwas,dausa,0.208333333,bad,bad
10811,dausa,ST,good,dausa,titarwara kalan,titarwara kalan,sainthal,dausa,0,good,good
8131,dausa,ST,good,sikrai,baharavanda,brahmanbairada,sikrai,dausa,0.225541126,bad,bad
10827,dausa,General (Woman),bad,sikar,torda,torda,behrawanda,dausa,0,good,good
10183,dausa,General (Woman),good,mahwa,pavata,paparda,nangal rajawatan,dausa,0.253968254,bad,bad
